date,sku,category,region,channel,quantity,price_per_unit,discount,revenue
2024-07-12,Лидское Тёмное 1.0л,Тёмное,Минская область,Сетевой ритейл,50,4.6,0.0,230.0
2024-07-12,Лидское Лёгкое 0.5л,Светлое,Минская область,Специализированные магазины,102,1.95,0.1,179.01
2024-07-12,Лидское Тёмное 0.5л,Тёмное,Гомельская область,HoReCa,72,2.55,0.0,183.6
2024-07-12,Лидское Безалкогольное 0.5л,Безалкогольное,Витебская область,Специализированные магазины,48,1.9,0.0,91.2
2024-07-12,Лидское Классическое 0.5л,Светлое,Гомельская область,Специализированные магазины,54,2.05,0.05,105.16
2024-07-12,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,35,2.45,0.0,85.75
2024-07-12,Лидское Лёгкое 1.0л,Светлое,Гродненская область,Сетевой ритейл,51,3.5,0.0,178.5
2024-07-12,Лидское Юбилейное 0.5л,Светлое,Минская область,Специализированные магазины,53,2.45,0.1,116.87
2024-07-12,Лидское Классическое 1.0л,Светлое,Гродненская область,Онлайн,85,3.7,0.0,314.5
2024-07-12,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,43,2.65,0.0,113.95
2024-07-13,Лидское Юбилейное 1.0л,Светлое,Минск,HoReCa,147,4.3,0.1,568.89
2024-07-13,Лидское Классическое 1.0л,Светлое,Гродненская область,Сетевой ритейл,104,3.7,0.05,365.56
2024-07-13,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,65,4.3,0.1,251.55
2024-07-13,Лидское Светлое 1.0л,Светлое,Могилёвская область,Сетевой ритейл,117,3.9,0.0,456.3
2024-07-13,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,87,4.3,0.0,374.1
2024-07-13,Лидское Вайс 1.0л,Специальное,Могилёвская область,Сетевой ритейл,58,5.1,0.0,295.8
2024-07-13,Лидское Светлое 0.5л,Светлое,Минская область,Сетевой ритейл,96,2.15,0.15,175.44
2024-07-13,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,272,3.9,0.15,901.68
2024-07-13,Лидское Вайс 0.5л,Специальное,Минская область,Онлайн,28,2.8,0.05,74.48
2024-07-13,Лидское Тёмное 1.0л,Тёмное,Минск,Специализированные магазины,13,4.6,0.1,53.82
2024-07-13,Лидское Классическое 0.5л,Светлое,Могилёвская область,Онлайн,152,2.05,0.0,311.6
2024-07-13,Лидское Вайс 0.5л,Специальное,Минск,Специализированные магазины,121,2.8,0.05,321.86
2024-07-13,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,96,2.05,0.0,196.8
2024-07-13,Лидское Тёмное 1.0л,Тёмное,Витебская область,Сетевой ритейл,49,4.6,0.1,202.86
2024-07-13,Лидское Классическое 0.5л,Светлое,Гомельская область,HoReCa,62,2.05,0.15,108.03
2024-07-13,Лидское Юбилейное 0.5л,Светлое,Минск,Специализированные магазины,151,2.45,0.05,351.45
2024-07-13,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Специализированные магазины,34,2.45,0.1,74.97
2024-07-13,Лидское Классическое 0.5л,Светлое,Минская область,Специализированные магазины,16,2.05,0.05,31.16
2024-07-13,Лидское Тёмное 0.5л,Тёмное,Гродненская область,Специализированные магазины,17,2.55,0.0,43.35
2024-07-13,Лидское Вайс 0.5л,Специальное,Минск,HoReCa,29,2.8,0.0,81.2
2024-07-13,Лидское Тёмное 0.5л,Тёмное,Минская область,Сетевой ритейл,75,2.55,0.0,191.25
2024-07-13,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,12,2.95,0.1,31.86
2024-07-13,Лидское Светлое 0.5л,Светлое,Минск,Сетевой ритейл,175,2.15,0.0,376.25
2024-07-13,Лидское Янтарное 0.5л,Тёмное,Витебская область,HoReCa,9,2.65,0.0,23.85
2024-07-13,Лидское Светлое 0.5л,Светлое,Витебская область,Сетевой ритейл,49,2.15,0.1,94.81
2024-07-13,Лидское Лёгкое 0.5л,Светлое,Минская область,Онлайн,122,1.95,0.0,237.9
2024-07-13,Лидское Светлое 0.5л,Светлое,Минская область,HoReCa,173,2.15,0.0,371.95
2024-07-13,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,99,3.9,0.0,386.1
2024-07-13,Лидское Юбилейное 1.0л,Светлое,Гродненская область,HoReCa,37,4.3,0.05,151.14
2024-07-13,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,37,2.15,0.0,79.55
2024-07-13,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,102,3.9,0.0,397.8
2024-07-13,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,37,3.9,0.0,144.3
2024-07-13,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,36,2.45,0.1,79.38
2024-07-14,Лидское Светлое 1.0л,Светлое,Минск,HoReCa,111,3.9,0.0,432.9
2024-07-14,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,18,2.65,0.05,45.31
2024-07-14,Лидское Безалкогольное 1.0л,Безалкогольное,Могилёвская область,HoReCa,41,3.4,0.1,125.46
2024-07-14,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,36,2.65,0.1,85.86
2024-07-14,Лидское Юбилейное 0.5л,Светлое,Минская область,Специализированные магазины,140,2.45,0.0,343.0
2024-07-14,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,60,2.05,0.0,123.0
2024-07-14,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Сетевой ритейл,83,2.45,0.1,183.02
2024-07-14,Лидское Тёмное 1.0л,Тёмное,Гомельская область,Сетевой ритейл,104,4.6,0.0,478.4
2024-07-14,Лидское Классическое 0.5л,Светлое,Витебская область,Специализированные магазины,84,2.05,0.0,172.2
2024-07-14,Лидское Тёмное 0.5л,Тёмное,Минская область,Специализированные магазины,38,2.55,0.1,87.21
2024-07-14,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,14,2.95,0.0,41.3
2024-07-14,Лидское Светлое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,109,2.15,0.0,234.35
2024-07-14,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,126,3.9,0.0,491.4
2024-07-14,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,156,2.45,0.05,363.09
2024-07-14,Лидское Портер 0.5л,Тёмное,Минская область,Сетевой ритейл,43,2.9,0.05,118.47
2024-07-14,Лидское Лёгкое 0.5л,Светлое,Минск,Онлайн,12,1.95,0.1,21.06
2024-07-14,Лидское Безалкогольное 1.0л,Безалкогольное,Гродненская область,Специализированные магазины,14,3.4,0.05,45.22
2024-07-14,Лидское Портер 0.5л,Тёмное,Витебская область,Сетевой ритейл,40,2.9,0.1,104.4
2024-07-14,Лидское Классическое 1.0л,Светлое,Минская область,Сетевой ритейл,77,3.7,0.0,284.9
2024-07-14,Лидское Тёмное 1.0л,Тёмное,Гомельская область,Сетевой ритейл,103,4.6,0.1,426.42
2024-07-14,Лидское Вайс 1.0л,Специальное,Витебская область,Сетевой ритейл,45,5.1,0.05,218.02
2024-07-14,Лидское Портер 0.5л,Тёмное,Минск,Специализированные магазины,24,2.9,0.0,69.6
2024-07-14,Лидское Классическое 0.5л,Светлое,Гродненская область,HoReCa,111,2.05,0.0,227.55
2024-07-14,Лидское Классическое 1.0л,Светлое,Минск,Сетевой ритейл,105,3.7,0.0,388.5
2024-07-14,Лидское Светлое 0.5л,Светлое,Брестская область,HoReCa,116,2.15,0.1,224.46
2024-07-14,Лидское Ржаное 0.5л,Специальное,Гомельская область,HoReCa,40,2.85,0.05,108.3
2024-07-14,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,43,2.95,0.0,126.85
2024-07-14,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,97,2.45,0.0,237.65
2024-07-14,Лидское Светлое 1.5л,Светлое,Минская область,Сетевой ритейл,34,5.2,0.0,176.8
2024-07-14,Лидское Классическое 1.0л,Светлое,Гомельская область,Сетевой ритейл,25,3.7,0.05,87.88
2024-07-14,Лидское Светлое 1.0л,Светлое,Гомельская область,Сетевой ритейл,32,3.9,0.0,124.8
2024-07-14,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Сетевой ритейл,69,1.9,0.05,124.54
2024-07-14,Лидское Классическое 1.0л,Светлое,Минская область,Специализированные магазины,140,3.7,0.0,518.0
2024-07-14,Лидское Тёмное 0.5л,Тёмное,Витебская область,Сетевой ритейл,115,2.55,0.0,293.25
2024-07-14,Лидское Вайс 0.5л,Специальное,Минск,Сетевой ритейл,34,2.8,0.0,95.2
2024-07-14,Лидское Классическое 0.5л,Светлое,Гомельская область,HoReCa,174,2.05,0.1,321.03
2024-07-14,Лидское Лёгкое 0.5л,Светлое,Гродненская область,Специализированные магазины,56,1.95,0.05,103.74
2024-07-14,Лидское Пшеничное 0.5л,Специальное,Минск,Сетевой ритейл,31,2.75,0.05,80.99
2024-07-14,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,146,2.15,0.1,282.51
2024-07-14,Лидское Нефильтрованное 0.5л,Специальное,Минск,Онлайн,65,2.95,0.0,191.75
2024-07-14,Лидское Янтарное 0.5л,Тёмное,Минск,Специализированные магазины,12,2.65,0.0,31.8
2024-07-15,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,187,2.15,0.05,381.95
2024-07-15,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,16,4.3,0.0,68.8
2024-07-15,Лидское Лёгкое 1.0л,Светлое,Минск,HoReCa,15,3.5,0.0,52.5
2024-07-15,Лидское Пшеничное 0.5л,Специальное,Минская область,Сетевой ритейл,37,2.75,0.0,101.75
2024-07-15,Лидское Ржаное 0.5л,Специальное,Гомельская область,Специализированные магазины,34,2.85,0.0,96.9
2024-07-15,Лидское Вайс 0.5л,Специальное,Минск,Сетевой ритейл,60,2.8,0.0,168.0
2024-07-15,Лидское Портер 0.5л,Тёмное,Могилёвская область,Специализированные магазины,38,2.9,0.0,110.2
2024-07-15,Лидское Янтарное 0.5л,Тёмное,Могилёвская область,HoReCa,37,2.65,0.05,93.15
2024-07-15,Лидское Тёмное 0.5л,Тёмное,Гомельская область,Сетевой ритейл,108,2.55,0.1,247.86
2024-07-15,Лидское Светлое 0.5л,Светлое,Гродненская область,Специализированные магазины,125,2.15,0.1,241.88
2024-07-15,Лидское Светлое 1.0л,Светлое,Витебская область,Сетевой ритейл,87,3.9,0.0,339.3
2024-07-15,Лидское Тёмное 1.0л,Тёмное,Минская область,Специализированные магазины,43,4.6,0.0,197.8
2024-07-15,Лидское Светлое 1.5л,Светлое,Гомельская область,HoReCa,85,5.2,0.05,419.9
2024-07-15,Лидское Нефильтрованное 0.5л,Специальное,Минская область,Специализированные магазины,29,2.95,0.05,81.27
2024-07-15,Лидское Светлое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,80,2.15,0.1,154.8
2024-07-15,Лидское Светлое 0.5л,Светлое,Гродненская область,HoReCa,192,2.15,0.1,371.52
2024-07-15,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,100,2.05,0.0,205.0
2024-07-15,Лидское Тёмное 0.5л,Тёмное,Минская область,Специализированные магазины,109,2.55,0.1,250.16
2024-07-15,Лидское Вайс 0.5л,Специальное,Минск,Онлайн,8,2.8,0.0,22.4
2024-07-15,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,Специализированные магазины,20,1.9,0.1,34.2
2024-07-15,Лидское Безалкогольное 0.5л,Безалкогольное,Витебская область,Сетевой ритейл,5,1.9,0.0,9.5
2024-07-15,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,73,1.95,0.05,135.23
2024-07-15,Лидское Юбилейное 0.5л,Светлое,Гомельская область,Специализированные магазины,42,2.45,0.05,97.75
2024-07-15,Лидское Нефильтрованное 0.5л,Специальное,Витебская область,Специализированные магазины,14,2.95,0.05,39.23
2024-07-15,Лидское Янтарное 0.5л,Тёмное,Брестская область,Сетевой ритейл,29,2.65,0.05,73.01
2024-07-15,Лидское Вайс 1.0л,Специальное,Витебская область,HoReCa,34,5.1,0.0,173.4
2024-07-15,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,182,2.45,0.1,401.31
2024-07-15,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,48,2.65,0.0,127.2
2024-07-15,Лидское Вайс 1.0л,Специальное,Брестская область,Специализированные магазины,55,5.1,0.05,266.47
2024-07-15,Лидское Лёгкое 1.0л,Светлое,Минская область,Сетевой ритейл,72,3.5,0.05,239.4
2024-07-15,Лидское Тёмное 0.5л,Тёмное,Гродненская область,Сетевой ритейл,54,2.55,0.1,123.93
2024-07-15,Лидское Вайс 1.0л,Специальное,Гомельская область,Сетевой ритейл,34,5.1,0.0,173.4
2024-07-15,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Специализированные магазины,146,4.3,0.0,627.8
2024-07-16,Лидское Светлое 1.0л,Светлое,Гродненская область,Сетевой ритейл,206,3.9,0.05,763.23
2024-07-16,Лидское Безалкогольное 1.0л,Безалкогольное,Минская область,Специализированные магазины,15,3.4,0.0,51.0
2024-07-16,Лидское Светлое 0.5л,Светлое,Брестская область,Сетевой ритейл,27,2.15,0.0,58.05
2024-07-16,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,6,2.65,0.0,15.9
2024-07-16,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,42,2.45,0.0,102.9
2024-07-16,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,33,4.3,0.05,134.81
2024-07-16,Лидское Юбилейное 0.5л,Светлое,Минск,Сетевой ритейл,33,2.45,0.15,68.72
2024-07-16,Лидское Светлое 1.0л,Светлое,Минск,Специализированные магазины,78,3.9,0.0,304.2
2024-07-16,Лидское Тёмное 0.5л,Тёмное,Гродненская область,Сетевой ритейл,61,2.55,0.0,155.55
2024-07-16,Лидское Светлое 1.0л,Светлое,Могилёвская область,HoReCa,61,3.9,0.0,237.9
2024-07-16,Лидское Безалкогольное 0.5л,Безалкогольное,Минск,HoReCa,48,1.9,0.0,91.2
2024-07-16,Лидское Тёмное 0.5л,Тёмное,Могилёвская область,Сетевой ритейл,107,2.55,0.1,245.56
2024-07-16,Лидское Юбилейное 1.0л,Светлое,Минск,Специализированные магазины,98,4.3,0.0,421.4
2024-07-16,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,55,3.7,0.0,203.5
2024-07-16,Лидское Вайс 1.0л,Специальное,Минская область,HoReCa,20,5.1,0.0,102.0
2024-07-16,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,104,3.9,0.15,344.76
2024-07-16,Лидское Лёгкое 0.5л,Светлое,Минск,Сетевой ритейл,75,1.95,0.0,146.25
2024-07-16,Лидское Классическое 0.5л,Светлое,Минск,HoReCa,118,2.05,0.0,241.9
2024-07-16,Лидское Тёмное 0.5л,Тёмное,Минская область,Сетевой ритейл,123,2.55,0.1,282.28
2024-07-16,Лидское Вайс 0.5л,Специальное,Минская область,Сетевой ритейл,100,2.8,0.0,280.0
2024-07-16,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Сетевой ритейл,108,4.3,0.0,464.4
2024-07-16,Лидское Янтарное 0.5л,Тёмное,Могилёвская область,HoReCa,50,2.65,0.1,119.25
2024-07-16,Лидское Юбилейное 0.5л,Светлое,Гродненская область,HoReCa,163,2.45,0.0,399.35
2024-07-16,Лидское Тёмное 1.0л,Тёмное,Гродненская область,Сетевой ритейл,78,4.6,0.15,304.98
2024-07-16,Лидское Тёмное 1.0л,Тёмное,Минская область,HoReCa,70,4.6,0.0,322.0
2024-07-16,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,86,3.9,0.0,335.4
2024-07-16,Лидское Портер 0.5л,Тёмное,Минская область,Специализированные магазины,21,2.9,0.0,60.9
2024-07-16,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,44,2.15,0.0,94.6
2024-07-16,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,61,3.9,0.0,237.9
2024-07-16,Лидское Ржаное 0.5л,Специальное,Могилёвская область,Сетевой ритейл,18,2.85,0.0,51.3
2024-07-17,Лидское Светлое 0.5л,Светлое,Могилёвская область,HoReCa,134,2.15,0.05,273.69
2024-07-17,Лидское Ржаное 0.5л,Специальное,Минская область,HoReCa,14,2.85,0.05,37.9
2024-07-17,Лидское Янтарное 0.5л,Тёмное,Брестская область,Специализированные магазины,14,2.65,0.1,33.39
2024-07-17,Лидское Светлое 1.0л,Светлое,Гродненская область,Онлайн,285,3.9,0.1,1000.35
2024-07-17,Лидское Классическое 0.5л,Светлое,Витебская область,Специализированные магазины,92,2.05,0.0,188.6
2024-07-17,Лидское Безалкогольное 1.0л,Безалкогольное,Минск,Сетевой ритейл,36,3.4,0.0,122.4
2024-07-17,Лидское Ржаное 0.5л,Специальное,Витебская область,HoReCa,11,2.85,0.1,28.22
2024-07-17,Лидское Вайс 1.0л,Специальное,Витебская область,Сетевой ритейл,62,5.1,0.0,316.2
2024-07-17,Лидское Нефильтрованное 0.5л,Специальное,Брестская область,HoReCa,14,2.95,0.0,41.3
2024-07-17,Лидское Светлое 0.5л,Светлое,Гомельская область,Сетевой ритейл,275,2.15,0.0,591.25
2024-07-17,Лидское Юбилейное 0.5л,Светлое,Минская область,Сетевой ритейл,48,2.45,0.0,117.6
2024-07-17,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,30,2.15,0.0,64.5
2024-07-17,Лидское Янтарное 0.5л,Тёмное,Минск,Специализированные магазины,18,2.65,0.1,42.93
2024-07-17,Лидское Юбилейное 1.0л,Светлое,Брестская область,HoReCa,107,4.3,0.0,460.1
2024-07-17,Лидское Янтарное 0.5л,Тёмное,Минск,Специализированные магазины,9,2.65,0.0,23.85
2024-07-17,Лидское Вайс 0.5л,Специальное,Минская область,Сетевой ритейл,50,2.8,0.0,140.0
2024-07-17,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,215,2.15,0.0,462.25
2024-07-17,Лидское Светлое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,157,2.15,0.0,337.55
2024-07-17,Лидское Лёгкое 1.0л,Светлое,Гродненская область,HoReCa,46,3.5,0.0,161.0
2024-07-17,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,10,2.95,0.0,29.5
2024-07-17,Лидское Тёмное 1.0л,Тёмное,Минск,Сетевой ритейл,83,4.6,0.0,381.8
2024-07-17,Лидское Светлое 1.5л,Светлое,Могилёвская область,Сетевой ритейл,110,5.2,0.0,572.0
2024-07-17,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,58,2.05,0.0,118.9
2024-07-17,Лидское Вайс 1.0л,Специальное,Гомельская область,Сетевой ритейл,62,5.1,0.0,316.2
2024-07-17,Лидское Тёмное 1.0л,Тёмное,Минская область,Онлайн,66,4.6,0.1,273.24
2024-07-17,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,127,4.3,0.1,491.49
2024-07-17,Лидское Тёмное 1.0л,Тёмное,Минск,Специализированные магазины,99,4.6,0.1,409.86
2024-07-17,Лидское Классическое 0.5л,Светлое,Минская область,Сетевой ритейл,190,2.05,0.0,389.5
2024-07-18,Лидское Светлое 1.5л,Светлое,Гродненская область,Специализированные магазины,69,5.2,0.0,358.8
2024-07-18,Лидское Янтарное 0.5л,Тёмное,Минская область,Сетевой ритейл,28,2.65,0.0,74.2
2024-07-18,Лидское Классическое 0.5л,Светлое,Брестская область,Специализированные магазины,91,2.05,0.1,167.89
2024-07-18,Лидское Вайс 0.5л,Специальное,Минск,Сетевой ритейл,76,2.8,0.0,212.8
2024-07-18,Лидское Ржаное 0.5л,Специальное,Минск,Сетевой ритейл,9,2.85,0.0,25.65
2024-07-18,Лидское Лёгкое 0.5л,Светлое,Гомельская область,Специализированные магазины,78,1.95,0.1,136.89
2024-07-18,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,232,2.15,0.15,423.98
2024-07-18,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,128,2.15,0.05,261.44
2024-07-18,Лидское Лёгкое 0.5л,Светлое,Минская область,Сетевой ритейл,150,1.95,0.0,292.5
2024-07-18,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,283,2.15,0.05,578.03
2024-07-18,Лидское Тёмное 0.5л,Тёмное,Минск,Специализированные магазины,31,2.55,0.1,71.14
2024-07-18,Лидское Светлое 1.5л,Светлое,Минск,Сетевой ритейл,128,5.2,0.0,665.6
2024-07-18,Лидское Классическое 0.5л,Светлое,Минск,HoReCa,40,2.05,0.0,82.0
2024-07-18,Лидское Светлое 0.5л,Светлое,Гродненская область,Сетевой ритейл,190,2.15,0.0,408.5
2024-07-18,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,54,2.05,0.0,110.7
2024-07-18,Лидское Нефильтрованное 0.5л,Специальное,Могилёвская область,Специализированные магазины,31,2.95,0.0,91.45
2024-07-18,Лидское Светлое 1.5л,Светлое,Витебская область,Сетевой ритейл,69,5.2,0.1,322.92
2024-07-18,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,85,4.3,0.0,365.5
2024-07-18,Лидское Янтарное 0.5л,Тёмное,Минская область,Специализированные магазины,67,2.65,0.05,168.67
2024-07-18,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,30,2.65,0.1,71.55
2024-07-18,Лидское Вайс 0.5л,Специальное,Гродненская область,Сетевой ритейл,31,2.8,0.05,82.46
2024-07-18,Лидское Вайс 0.5л,Специальное,Брестская область,Специализированные магазины,114,2.8,0.05,303.24
2024-07-18,Лидское Янтарное 0.5л,Тёмное,Минск,Сетевой ритейл,40,2.65,0.0,106.0
2024-07-18,Лидское Классическое 0.5л,Светлое,Минск,Специализированные магазины,147,2.05,0.05,286.28
2024-07-18,Лидское Светлое 1.0л,Светлое,Могилёвская область,HoReCa,129,3.9,0.0,503.1
2024-07-18,Лидское Ржаное 0.5л,Специальное,Минская область,Сетевой ритейл,6,2.85,0.0,17.1
2024-07-18,Лидское Вайс 0.5л,Специальное,Минская область,Сетевой ритейл,51,2.8,0.0,142.8
2024-07-18,Лидское Янтарное 0.5л,Тёмное,Минская область,HoReCa,35,2.65,0.0,92.75
2024-07-18,Лидское Тёмное 0.5л,Тёмное,Гомельская область,Сетевой ритейл,39,2.55,0.05,94.48
2024-07-18,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Специализированные магазины,124,2.45,0.1,273.42
2024-07-18,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,103,2.55,0.0,262.65
2024-07-18,Лидское Вайс 1.0л,Специальное,Гомельская область,HoReCa,30,5.1,0.1,137.7
2024-07-19,Лидское Тёмное 1.0л,Тёмное,Витебская область,Специализированные магазины,29,4.6,0.1,120.06
2024-07-19,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Сетевой ритейл,52,2.45,0.15,108.29
2024-07-19,Лидское Юбилейное 1.0л,Светлое,Гомельская область,HoReCa,116,4.3,0.0,498.8
2024-07-19,Лидское Лёгкое 0.5л,Светлое,Минская область,Сетевой ритейл,88,1.95,0.1,154.44
2024-07-19,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,18,4.3,0.0,77.4
2024-07-19,Лидское Нефильтрованное 0.5л,Специальное,Минск,Специализированные магазины,39,2.95,0.0,115.05
2024-07-19,Лидское Классическое 0.5л,Светлое,Минск,Сетевой ритейл,71,2.05,0.0,145.55
2024-07-19,Лидское Нефильтрованное 0.5л,Специальное,Минск,HoReCa,68,2.95,0.0,200.6
2024-07-19,Лидское Ржаное 0.5л,Специальное,Витебская область,Сетевой ритейл,40,2.85,0.1,102.6
2024-07-19,Лидское Янтарное 0.5л,Тёмное,Гомельская область,Сетевой ритейл,38,2.65,0.0,100.7
2024-07-19,Лидское Пшеничное 0.5л,Специальное,Витебская область,Сетевой ритейл,70,2.75,0.15,163.62
2024-07-19,Лидское Лёгкое 1.0л,Светлое,Минск,HoReCa,52,3.5,0.0,182.0
2024-07-19,Лидское Юбилейное 0.5л,Светлое,Могилёвская область,Сетевой ритейл,58,2.45,0.1,127.89
2024-07-19,Лидское Классическое 1.0л,Светлое,Минск,Специализированные магазины,66,3.7,0.1,219.78
2024-07-19,Лидское Светлое 0.5л,Светлое,Минск,Специализированные магазины,234,2.15,0.0,503.1
2024-07-19,Лидское Юбилейное 0.5л,Светлое,Брестская область,Сетевой ритейл,138,2.45,0.05,321.19
2024-07-19,Лидское Юбилейное 1.0л,Светлое,Гродненская область,Специализированные магазины,142,4.3,0.0,610.6
2024-07-19,Лидское Тёмное 0.5л,Тёмное,Минск,HoReCa,115,2.55,0.0,293.25
2024-07-19,Лидское Юбилейное 1.0л,Светлое,Минская область,Сетевой ритейл,36,4.3,0.0,154.8
2024-07-19,Лидское Лёгкое 1.0л,Светлое,Минск,Сетевой ритейл,10,3.5,0.0,35.0
2024-07-19,Лидское Вайс 1.0л,Специальное,Могилёвская область,Сетевой ритейл,33,5.1,0.0,168.3
2024-07-19,Лидское Нефильтрованное 0.5л,Специальное,Минск,Сетевой ритейл,17,2.95,0.0,50.15
2024-07-19,Лидское Тёмное 0.5л,Тёмное,Минск,Сетевой ритейл,38,2.55,0.05,92.05
2024-07-19,Лидское Пшеничное 0.5л,Специальное,Гомельская область,Специализированные магазины,7,2.75,0.0,19.25
2024-07-20,Лидское Вайс 0.5л,Специальное,Гродненская область,Онлайн,92,2.8,0.0,257.6
2024-07-20,Лидское Юбилейное 1.0л,Светлое,Минск,Сетевой ритейл,58,4.3,0.15,211.99
2024-07-20,Лидское Пшеничное 0.5л,Специальное,Минск,Сетевой ритейл,25,2.75,0.0,68.75
2024-07-20,Лидское Тёмное 0.5л,Тёмное,Брестская область,Сетевой ритейл,114,2.55,0.0,290.7
2024-07-20,Лидское Лёгкое 0.5л,Светлое,Гомельская область,Сетевой ритейл,52,1.95,0.05,96.33
2024-07-20,Лидское Светлое 1.0л,Светлое,Минская область,Специализированные магазины,225,3.9,0.0,877.5
2024-07-20,Лидское Тёмное 1.0л,Тёмное,Гродненская область,Сетевой ритейл,80,4.6,0.0,368.0
2024-07-20,Лидское Лёгкое 0.5л,Светлое,Минская область,Онлайн,33,1.95,0.15,54.7
2024-07-20,Лидское Классическое 0.5л,Светлое,Могилёвская область,Сетевой ритейл,89,2.05,0.0,182.45
2024-07-20,Лидское Юбилейное 0.5л,Светлое,Минская область,Специализированные магазины,114,2.45,0.0,279.3
2024-07-20,Лидское Лёгкое 1.0л,Светлое,Гомельская область,HoReCa,15,3.5,0.05,49.88
2024-07-20,Лидское Классическое 0.5л,Светлое,Гродненская область,Сетевой ритейл,68,2.05,0.15,118.49
2024-07-20,Лидское Лёгкое 1.0л,Светлое,Гродненская область,Онлайн,51,3.5,0.0,178.5
2024-07-20,Лидское Юбилейное 1.0л,Светлое,Гомельская область,Специализированные магазины,52,4.3,0.0,223.6
2024-07-20,Лидское Классическое 1.0л,Светлое,Могилёвская область,Сетевой ритейл,53,3.7,0.05,186.3
2024-07-20,Лидское Лёгкое 1.0л,Светлое,Минская область,Сетевой ритейл,17,3.5,0.05,56.52
2024-07-20,Лидское Светлое 1.0л,Светлое,Минск,Сетевой ритейл,71,3.9,0.0,276.9
2024-07-20,Лидское Светлое 1.0л,Светлое,Минск,Специализированные магазины,220,3.9,0.05,815.1
2024-07-20,Лидское Юбилейное 0.5л,Светлое,Минск,Специализированные магазины,67,2.45,0.0,164.15
